Antecedent;Consequent
 Gemüse-Kartoffelpfanne mit Hähnchenbrust |  O-Saft frisch|  Suppe 1,00 ; BeiwerkSchale   
 Chili con Carne |  Klassik Semmel 0,30 ; Semmeln   
 Beilage a 0,75|  Klassik Semmel 0,30 ; Salat Port.  0,60   
 Klassik Semmel 0,30|  Klassik Semmel 0,30 ; Tagessuppe a 0,30   
 Klassik Semmel 0,30|  Molkereiprodukte 0,25|  SalatTeller ; Suppe 1,00   
 Klassik Semmel 0,30|  Molkereiprodukte 0,25|  Suppe 1,00 ; SalatTeller   
 Dessert a 0,60|  Klassik Semmel 0,30|  SalatTeller ; Semmeln   
 Dessert a 0,60|  Klassik Semmel 0,30|  Semmeln ; SalatTeller   
 BeiwerkTeller|  Dessert a 0,60|  Klassik Semmel 0,30 ; Suppe 1,00   
 Dessert a 0,60|  Klassik Semmel 0,30|  Suppe 1,00 ; BeiwerkTeller   
 Beilage a 0,45|  Klassik Semmel 0,30|  SalatTeller ; O-Saft frisch|  Tagessuppe a 0,30| 
 Beilage a 0,45|  SalatTeller|  Semmeln ; O-Saft frisch|  Tagessuppe a 0,30| 
 Klassik Semmel 0,30|  SalatTeller|  Semmeln ; Beilage a 0,45   
 Fixer Rabatt/Aufschl.|  Klassik Semmel 0,30|  SalatTeller ; O-Saft frisch   
 Dessert a 0,80|  Klassik Semmel 0,30|  Salat Schale ; Tagessuppe a 0,30   
 Dessert a 0,80|  Klassik Semmel 0,30|  Tagessuppe a 0,30 ; Salat Schale   
 Klassik Semmel 0,30|  Salat Schale|  Tagessuppe a 0,30 ; Dessert a 0,80   
 Beilage a 0,45|  Beilage a 0,45|  Klassik Semmel 0,30|  SalatTeller ; O-Saft frisch|  Tagessuppe a 0,30| 
 Beilage a 0,45|  Beilage a 0,45|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
 Beilage a 0,45|  Beilage a 0,45|  O-Saft frisch|  SalatTeller ; Tagessuppe a 0,30   
 Beilage a 0,45|  Beilage a 0,45|  Klassik Semmel 0,30|  O-Saft frisch|  SalatTeller ; Tagessuppe a 0,30   
 Beilage a 0,45|  Beilage a 0,45|  Klassik Semmel 0,30|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
 Beilage a 0,45|  Beilage a 0,45|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Semmeln   
 Beilage a 0,45|  Klassik Semmel 0,30|  O-Saft frisch|  SalatTeller ; Tagessuppe a 0,30   
 Beilage a 0,45|  Klassik Semmel 0,30|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
 Klassik Semmel 0,30|  O-Saft frisch|  O-Saft frisch ; Tagessuppe a 0,30   
 Fixer Rabatt/Aufschl.|  Salat Schale ; Salat Port.  0,60   
 BeiwerkSchale|  Fixer Rabatt/Aufschl. ; Salat Port.  0,60   
 Fixer Rabatt/Aufschl.|  Fixer Rabatt/Aufschl. ; O-Saft frisch   
 Beilage a 0,45|  Fixer Rabatt/Aufschl.|  Fixer Rabatt/Aufschl. ; O-Saft frisch|  Salat Port.  0,60| 
 Fixer Rabatt/Aufschl.|  Fixer Rabatt/Aufschl.|  Salat Port.  0,60 ; Beilage a 0,45|  O-Saft frisch| 
 Beilage a 0,45|  Fixer Rabatt/Aufschl.|  Fixer Rabatt/Aufschl.|  O-Saft frisch ; Salat Port.  0,60   
 Beilage a 0,45|  Fixer Rabatt/Aufschl.|  Fixer Rabatt/Aufschl.|  Salat Port.  0,60 ; O-Saft frisch   
 Fixer Rabatt/Aufschl.|  Fixer Rabatt/Aufschl.|  O-Saft frisch|  Salat Port.  0,60 ; Beilage a 0,45   
 Chili con Carne |  Fixer Rabatt/Aufschl. ; SalatTeller|  Semmeln| 
 BeiwerkTeller|  Chili con Carne |  Fixer Rabatt/Aufschl. ; SalatTeller|  Semmeln| 
 BeiwerkTeller|  Chili con Carne |  Semmeln ; SalatTeller   
 BeiwerkTeller|  Fixer Rabatt/Aufschl.|  Semmeln ; SalatTeller   
 BeiwerkTeller|  Chili con Carne |  SalatTeller ; Semmeln   
 Chili con Carne |  Fixer Rabatt/Aufschl.|  SalatTeller ; Semmeln   
 Chili con Carne |  Fixer Rabatt/Aufschl.|  Semmeln ; SalatTeller   
 Fixer Rabatt/Aufschl.|  SalatTeller|  Semmeln ; Chili con Carne    
 BeiwerkTeller|  SalatTeller|  Semmeln ; Chili con Carne    
 BeiwerkTeller|  Chili con Carne |  Fixer Rabatt/Aufschl.|  SalatTeller ; Semmeln   
 BeiwerkTeller|  Chili con Carne |  Fixer Rabatt/Aufschl.|  Semmeln ; SalatTeller   
 BeiwerkTeller|  Chili con Carne |  SalatTeller|  Semmeln ; Fixer Rabatt/Aufschl.   
 BeiwerkTeller|  Fixer Rabatt/Aufschl.|  SalatTeller|  Semmeln ; Chili con Carne    
 BeiwerkTeller|  Fixer Rabatt/Aufschl.|  Salat Port.  0,60 ; SalatTeller   
 BeiwerkTeller|  Salat Port.  0,60|  SalatTeller ; Fixer Rabatt/Aufschl.   
 Fixer Rabatt/Aufschl.|  Salat Port.  0,60|  Suppe 1,00 ; SalatTeller   
 Fixer Rabatt/Aufschl.|  SalatTeller|  Suppe 1,00 ; Salat Port.  0,60   
 Salat Port.  0,60|  SalatTeller|  Suppe 1,00 ; Fixer Rabatt/Aufschl.   
 Fixer Rabatt/Aufschl.|  Kornsemmel 0,40|  O-Saft frisch ; SalatTeller   
 Fixer Rabatt/Aufschl.|  Kornsemmel 0,40|  SalatTeller ; O-Saft frisch   
 Breze 0,65|  Fixer Rabatt/Aufschl.|  SalatTeller ; Salat Port.  0,60   
 Beilage a 0,45|  Breze 0,65|  Fixer Rabatt/Aufschl. ; Salat Port.  0,60   
 Beilage a 0,75|  Dessert a 0,60|  Fixer Rabatt/Aufschl. ; Salat Port.  0,60   
 BIO Back 0,45|  Beilage a 0,45|  Fixer Rabatt/Aufschl. ; O-Saft frisch   
 BIO Back 0,45|  Fixer Rabatt/Aufschl.|  SalatTeller ; O-Saft frisch   
 Beilage a 0,75|  O-Saft frisch|  O-Saft frisch ; Fixer Rabatt/Aufschl.   
 Fixer Rabatt/Aufschl.|  O-Saft frisch|  O-Saft frisch ; Beilage a 0,75   
 Chili con Carne |  belegte Backw. 1,70 ; Breze 0,65|  SalatTeller| 
 Breze 0,65|  Chili con Carne |  SalatTeller ; belegte Backw. 1,70   
 Breze 0,65|  Chili con Carne |  belegte Backw. 1,70 ; SalatTeller   
 Breze 0,65|  SalatTeller|  belegte Backw. 1,70 ; Chili con Carne    
 Chili con Carne |  SalatTeller|  belegte Backw. 1,70 ; Breze 0,65   
 Beilage a 0,75|  belegte Backw. 1,70 ; Molkereiprodukte 0,25   
 Molkereiprodukte 0,25|  belegte Backw. 1,70 ; Beilage a 0,75   
 Beilage a 0,45|  O-Saft frisch|  belegte Backw. 1,70 ; Tagessuppe a 0,30   
 Beilage a 0,45|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; O-Saft frisch   
 O-Saft frisch|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; Beilage a 0,45   
 Beilage a 0,45|  Beilage a 0,45|  belegte Backw. 1,70 ; O-Saft frisch   
 Beilage a 0,45|  Beilage a 0,45|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; O-Saft frisch   
 BeiwerkSchale|  Salat Schale|  Semmeln ; SalatTeller   
 BeiwerkSchale|  SalatTeller|  Semmeln ; Salat Schale   
 Salat Schale|  SalatTeller|  Semmeln ; BeiwerkSchale   
 BeiwerkSchale|  Kornsemmel 0,40 ; SalatTeller   
 BeiwerkSchale|  Dessert a 0,80|  Salat Schale ; Tagessuppe a 0,30   
 BeiwerkSchale|  Dessert a 0,80|  Tagessuppe a 0,30 ; Salat Schale   
 BeiwerkSchale|  Salat Schale|  Tagessuppe a 0,30 ; Dessert a 0,80   
 BIO Back 0,45|  BeiwerkSchale|  Dessert a 0,60 ; SalatTeller   
 BeiwerkSchale|  Dessert a 0,60|  SalatTeller ; BIO Back 0,45   
 Beilage a 0,45|  BeiwerkSchale|  Breze 0,65 ; O-Saft frisch|  SalatTeller| 
 Beilage a 0,45|  BeiwerkSchale|  SalatTeller ; O-Saft frisch   
 Beilage a 0,45|  Breze 0,65|  SalatTeller ; O-Saft frisch   
 BeiwerkSchale|  Breze 0,65|  SalatTeller ; Beilage a 0,45|  O-Saft frisch| 
 Beilage a 0,45|  BeiwerkSchale|  Breze 0,65|  O-Saft frisch ; SalatTeller   
 Beilage a 0,45|  BeiwerkSchale|  Breze 0,65|  SalatTeller ; O-Saft frisch   
 Beilage a 0,45|  BeiwerkSchale|  O-Saft frisch|  SalatTeller ; Breze 0,65   
 Beilage a 0,45|  Breze 0,65|  O-Saft frisch|  SalatTeller ; BeiwerkSchale   
 BeiwerkSchale|  Breze 0,65|  O-Saft frisch|  SalatTeller ; Beilage a 0,45   
 BIO Back 0,45|  Beilage a 0,75|  BeiwerkSchale ; SalatTeller|  Tagessuppe a 0,30| 
 BIO Back 0,45|  Beilage a 0,75|  SalatTeller ; Tagessuppe a 0,30   
 Beilage a 0,75|  BeiwerkSchale|  SalatTeller ; Tagessuppe a 0,30   
 BIO Back 0,45|  BeiwerkSchale|  Tagessuppe a 0,30 ; Beilage a 0,75|  SalatTeller| 
 BIO Back 0,45|  Beilage a 0,75|  Tagessuppe a 0,30 ; SalatTeller   
 BIO Back 0,45|  Beilage a 0,75|  BeiwerkSchale|  SalatTeller ; Tagessuppe a 0,30   
 BIO Back 0,45|  Beilage a 0,75|  BeiwerkSchale|  Tagessuppe a 0,30 ; SalatTeller   
 BIO Back 0,45|  Beilage a 0,75|  SalatTeller|  Tagessuppe a 0,30 ; BeiwerkSchale   
 BIO Back 0,45|  BeiwerkSchale|  SalatTeller|  Tagessuppe a 0,30 ; Beilage a 0,75   
 Beilage a 0,75|  BeiwerkSchale|  SalatTeller|  Tagessuppe a 0,30 ; BIO Back 0,45   
 BeiwerkSchale|  O-Saft frisch|  Salat Schale ; Suppe 1,00   
 BeiwerkSchale|  Salat Schale|  Suppe 1,00 ; O-Saft frisch   
 BeiwerkSchale|  O-Saft frisch|  Salat Port.  0,60 ; SalatTeller   
 BeiwerkSchale|  O-Saft frisch|  Salat Port.  0,60|  Tagessuppe a 0,30 ; SalatTeller   
 BeiwerkSchale|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 BeiwerkSchale|  Salat Port.  0,60|  Tagessuppe a 0,30 ; SalatTeller   
 Chili con Carne |  Obstbecher 0,90 ; Breze 0,65|  Semmeln|  Suppe 1,00| 
 Breze 0,65|  Chili con Carne |  Obstbecher 0,90 ; Semmeln|  Suppe 1,00| 
 Breze 0,65|  Chili con Carne |  Suppe 1,00 ; Semmeln   
 Chili con Carne |  Obstbecher 0,90|  Suppe 1,00 ; Breze 0,65|  Semmeln| 
 Chili con Carne |  Obstbecher 0,90|  Semmeln ; Breze 0,65|  Suppe 1,00| 
 Breze 0,65|  Chili con Carne |  Obstbecher 0,90|  Semmeln ; Suppe 1,00   
 Breze 0,65|  Chili con Carne |  Obstbecher 0,90|  Suppe 1,00 ; Semmeln   
 Breze 0,65|  Chili con Carne |  Semmeln|  Suppe 1,00 ; Obstbecher 0,90   
 Chili con Carne |  Obstbecher 0,90|  Semmeln|  Suppe 1,00 ; Breze 0,65   
 Chili con Carne |  Molkereiprodukte 0,25|  Salat Schale ; Semmeln   
 Molkereiprodukte 0,25|  Salat Schale|  Semmeln ; Chili con Carne    
 Chili con Carne |  Salat Port.  0,60|  SalatTeller ; Semmeln   
 Salat Port.  0,60|  SalatTeller|  Semmeln ; Chili con Carne    
 Chili con Carne |  Chili con Carne |  Semmeln ; Tagessuppe a 0,30   
 Chili con Carne |  Chili con Carne |  Tagessuppe a 0,30 ; Semmeln   
 Chili con Carne |  Chili con Carne |  Chili con Carne  ; BIO Back 0,45|  Breze 0,65| 
 Breze 0,65|  Chili con Carne |  Chili con Carne |  Chili con Carne  ; BIO Back 0,45   
 BIO Back 0,45|  Breze 0,65|  Chili con Carne  ;, 
 BIO Back 0,45|  Chili con Carne |  Chili con Carne  ; Breze 0,65   
 Breze 0,65|  Chili con Carne |  Chili con Carne  ; BIO Back 0,45   
 Chili con Carne |  Chili con Carne |  Suppe 1,00 ;, 
 BIO Back 0,45|  BIO Back 0,45|  Chili con Carne  ; Breze 0,65   
 Chili con Carne |  Dessert a 0,60|  Suppe 1,00 ; Semmeln   
 Chili con Carne |  Dessert a 0,60|  Salat Port.  0,60 ; Semmeln   
 Breze 0,65|  Chili con Carne |  O-Saft frisch ; Semmeln   
 Chili con Carne |  O-Saft frisch|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Chili con Carne |  O-Saft frisch|  Semmeln|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 O-Saft frisch|  Salat Port.  0,60|  Semmeln|  Tagessuppe a 0,30 ; Chili con Carne    
 Chili con Carne |  Dessert a 0,80|  O-Saft frisch ; Semmeln   
 Dessert a 0,80|  O-Saft frisch|  Semmeln ; Chili con Carne    
 O-Saft frisch|  Salat Port.  0,60|  Semmeln ; Chili con Carne    
 Chili con Carne |  Salat Schale|  Suppe 1,00 ; Semmeln   
 Salat Schale|  Semmeln|  Suppe 1,00 ; Chili con Carne    
 Chili con Carne |  Dessert a 0,80|  Salat Schale ; Semmeln   
 Dessert a 0,80|  Salat Schale|  Semmeln ; Chili con Carne    
 Chili con Carne |  Dessert a 0,80|  Suppe 1,00 ; Semmeln   
 Dessert a 0,80|  Semmeln|  Suppe 1,00 ; Chili con Carne    
 Suppe 1,00|  Suppe 1,00|  Suppe 1,00 ; Chili con Carne    
 Chili con Carne |  Dessert a 0,80|  Tagessuppe a 0,30 ; Semmeln   
 Semmeln|  Semmeln ; Chili con Carne    
 Chili con Carne |  Semmeln|  Semmeln ; Tagessuppe a 0,30   
 Semmeln|  Semmeln|  Tagessuppe a 0,30 ; Chili con Carne    
 BIO Back 0,45|  Beilage a 0,45|  Molkereiprodukte 0,25 ; Salat Port.  0,60   
 BIO Back 0,45|  Molkereiprodukte 0,25|  Suppe 1,00 ; Tagessuppe a 0,30   
 BIO Back 0,45|  Molkereiprodukte 0,25|  Tagessuppe a 0,30 ; Suppe 1,00   
 Beilage a 0,45|  Molkereiprodukte 0,25|  Semmeln ; O-Saft frisch   
 Breze 0,65|  Molkereiprodukte 0,25|  Semmeln ; Beilage a 0,45|  O-Saft frisch| 
 Molkereiprodukte 0,25|  O-Saft frisch|  Semmeln ; Beilage a 0,45   
 Beilage a 0,45|  Breze 0,65|  Molkereiprodukte 0,25|  O-Saft frisch ; Semmeln   
 Beilage a 0,45|  Breze 0,65|  Molkereiprodukte 0,25|  Semmeln ; O-Saft frisch   
 Beilage a 0,45|  Breze 0,65|  O-Saft frisch|  Semmeln ; Molkereiprodukte 0,25   
 Beilage a 0,45|  Molkereiprodukte 0,25|  O-Saft frisch|  Semmeln ; Breze 0,65   
 Breze 0,65|  Molkereiprodukte 0,25|  O-Saft frisch|  Semmeln ; Beilage a 0,45   
 Molkereiprodukte 0,25|  SalatTeller|  Tagessuppe a 0,30 ; Suppe 1,00   
 Molkereiprodukte 0,25|  O-Saft frisch|  Salat Port.  0,60 ; Beilage a 0,45   
 Kornsemmel 0,40|  Kornsemmel 0,40|  Kornsemmel 0,40 ; Beilage a 0,45|  Dessert a 0,60|  Salat Port.  0,60| 
 Kornsemmel 0,40|  Kornsemmel 0,40|  Kornsemmel 0,40|  Salat Port.  0,60 ; Beilage a 0,45|  Dessert a 0,60| 
 Dessert a 0,60|  Kornsemmel 0,40|  Kornsemmel 0,40|  Kornsemmel 0,40 ; Beilage a 0,45   
 Beilage a 0,45|  Kornsemmel 0,40|  Kornsemmel 0,40|  Kornsemmel 0,40|  Salat Port.  0,60 ; Dessert a 0,60   
 Dessert a 0,60|  Kornsemmel 0,40|  Kornsemmel 0,40|  Kornsemmel 0,40|  Salat Port.  0,60 ; Beilage a 0,45   
 Dessert a 0,60|  Kornsemmel 0,40|  Kornsemmel 0,40 ; Beilage a 0,45   
 Dessert a 0,60|  Kornsemmel 0,40|  Salat Port.  0,60 ; Beilage a 0,45   
 Kornsemmel 0,40|  Kornsemmel 0,40|  Salat Port.  0,60 ; Beilage a 0,45|  Dessert a 0,60| 
 Beilage a 0,45|  Kornsemmel 0,40|  Kornsemmel 0,40 ;, 
 Beilage a 0,45|  Kornsemmel 0,40|  Salat Port.  0,60 ;, 
 Dessert a 0,60|  Kornsemmel 0,40|  Kornsemmel 0,40|  Salat Port.  0,60 ; Beilage a 0,45   
 Beilage a 0,45|  Dessert a 0,60|  Kornsemmel 0,40 ;, 
 Dessert a 0,60|  Dessert a 0,60|  Kornsemmel 0,40 ; Beilage a 0,45|  Salat Port.  0,60| 
 Dessert a 0,60|  Dessert a 0,60|  Kornsemmel 0,40|  Kornsemmel 0,40 ; Beilage a 0,45   
 Beilage a 0,45|  Beilage a 0,45|  Kornsemmel 0,40 ; Salat Port.  0,60   
 Breze 0,65|  Kornsemmel 0,40|  Salat Schale ; Tagessuppe a 0,30   
 Kornsemmel 0,40|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65   
 Kornsemmel 0,40|  Obstbecher 0,90|  Salat Port.  0,60 ; Suppe 1,00   
 Kornsemmel 0,40|  Obstbecher 0,90|  Suppe 1,00 ; Salat Port.  0,60   
 Obstbecher 0,90|  Salat Port.  0,60|  Suppe 1,00 ; Kornsemmel 0,40   
 Dessert a 0,60|  Dessert a 0,60|  Salat Port.  0,60 ; Beilage a 0,45   
 Dessert a 0,60|  Dessert a 0,60|  Kornsemmel 0,40|  Salat Port.  0,60 ; Beilage a 0,45   
 Beilage a 0,45|  Beilage a 0,45|  Dessert a 0,60 ; O-Saft frisch   
 Kornsemmel 0,40|  Suppe 1,00|  Tagessuppe a 0,30 ; SalatTeller   
 BIO Back 0,45|  BIO Back 0,45|  Suppe 1,00 ; SalatTeller   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45 ; Breze 0,65|  O-Saft frisch|  Salat Schale|  SalatTeller|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  SalatTeller ; Breze 0,65|  O-Saft frisch|  Salat Schale|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Salat Schale ; Breze 0,65|  O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65 ; O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  SalatTeller ; Breze 0,65|  Salat Schale|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  SalatTeller ; Breze 0,65|  O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch|  Salat Schale| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  SalatTeller ; O-Saft frisch|  Salat Schale|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale ; O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  SalatTeller ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65|  Salat Schale| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  SalatTeller ; Salat Schale|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  SalatTeller ; O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch|  Salat Schale| 
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  Salat Schale ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  Salat Schale|  SalatTeller ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Salat Schale   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Back 0,45|  BIO Back 0,45|  Salat Schale ; Breze 0,65|  O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  SalatTeller ; Breze 0,65|  O-Saft frisch|  Salat Schale|  Tagessuppe a 0,30| 
 BIO Back 0,45|  Salat Schale|  SalatTeller ; Breze 0,65|  O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65 ;, 
 BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  SalatTeller ; Breze 0,65|  O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  SalatTeller ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  SalatTeller ; O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  SalatTeller ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  SalatTeller ; O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  SalatTeller ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  Salat Schale|  SalatTeller ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  SalatTeller|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Back 0,45|  O-Saft frisch|  Salat Schale ; Tagessuppe a 0,30   0.9473684210526
 BIO Back 0,45|  Salat Schale|  Tagessuppe a 0,30 ; O-Saft frisch   0.9473684210526
 BIO Back 0,45|  Breze 0,65|  Salat Schale ; O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  Salat Schale|  Salat Schale ; Breze 0,65|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 Breze 0,65|  O-Saft frisch|  Salat Schale ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale ; O-Saft frisch|  Tagessuppe a 0,30| 
 O-Saft frisch|  Salat Schale|  Salat Schale ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  Salat Schale ; Breze 0,65|  O-Saft frisch|  Tagessuppe a 0,30| 
 Salat Schale|  Salat Schale|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  Salat Schale ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  Salat Schale ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  Salat Schale|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  Salat Schale ; O-Saft frisch|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  Salat Schale|  Salat Schale ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Back 0,45|  Breze 0,65|  Salat Schale|  Salat Schale|  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Back 0,45|  BIO Back 0,45|  O-Saft frisch|  Salat Schale|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Back 0,45|  Breze 0,65|  Tagessuppe a 0,30 ; O-Saft frisch   0.9642857142857
 BIO Back 0,45|  Tagessuppe a 0,30|  Tagessuppe a 0,30 ; O-Saft frisch|  SalatTeller| 
