Antecedent;Consequent
 Ei 0,30|  Käse-Mohn Breze|  Leberkäse Teller|  O-Saft frisch ; BIO Back 0,45|  Senf 0,10| 
 Käse-Mohn Breze|  Leberkäse Teller|  Senf 0,10 ; BIO Back 0,45|  Ei 0,30|  O-Saft frisch| 
 BIO Back 0,45|  Käse-Mohn Breze|  Senf 0,10 ; O-Saft frisch   
 BIO Back 0,45|  O-Saft frisch|  Senf 0,10 ; Käse-Mohn Breze   
 BIO Back 0,45|  Käse-Mohn Breze|  Leberkäse Teller|  Senf 0,10 ; Ei 0,30|  O-Saft frisch| 
 BIO Back 0,45|  Käse-Mohn Breze|  O-Saft frisch|  Senf 0,10 ; Ei 0,30   
 BIO Back 0,45|  Leberkäse Teller|  O-Saft frisch|  Senf 0,10 ; Ei 0,30   
 Käse-Mohn Breze|  Leberkäse Teller|  O-Saft frisch|  Senf 0,10 ; BIO Back 0,45|  Ei 0,30| 
 Ei 0,30|  Käse-Mohn Breze|  Leberkäse Teller|  Senf 0,10 ; BIO Back 0,45|  O-Saft frisch| 
 Ei 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Senf 0,10 ; BIO Back 0,45   
 Ei 0,30|  Leberkäse Teller|  O-Saft frisch|  Senf 0,10 ; BIO Back 0,45   
 BIO Back 0,45|  Ei 0,30|  Käse-Mohn Breze|  Senf 0,10 ; O-Saft frisch   
 BIO Back 0,45|  Ei 0,30|  O-Saft frisch|  Senf 0,10 ; Käse-Mohn Breze   
 BIO Back 0,45|  Ei 0,30|  Käse-Mohn Breze|  Leberkäse Teller|  O-Saft frisch ; Senf 0,10   
 BIO Back 0,45|  Ei 0,30|  Käse-Mohn Breze|  Leberkäse Teller|  Senf 0,10 ; O-Saft frisch   
 BIO Back 0,45|  Ei 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Senf 0,10 ; Leberkäse Teller   
 BIO Back 0,45|  Ei 0,30|  Leberkäse Teller|  O-Saft frisch|  Senf 0,10 ; Käse-Mohn Breze   
 BIO Back 0,45|  Käse-Mohn Breze|  Leberkäse Teller|  O-Saft frisch|  Senf 0,10 ; Ei 0,30   
 Ei 0,30|  Käse-Mohn Breze|  Leberkäse Teller|  O-Saft frisch|  Senf 0,10 ; BIO Back 0,45   
 BIO Back 0,45|  Ei 0,30|  Käse-Mohn Breze ; Leberkäse Teller   
 BIO Back 0,45|  Käse-Mohn Breze|  Leberkäse Teller ; Ei 0,30   
 Ei 0,30|  Käse-Mohn Breze|  Leberkäse Teller ; BIO Back 0,45   
 Dinkelspitz|  Leberkäse Teller|  O-Saft frisch ; Semmeln   
 Dinkelspitz|  Leberkäse Teller|  Semmeln ; O-Saft frisch   
 Dinkelspitz|  O-Saft frisch|  Semmeln ; Leberkäse Teller   
 BIO Back 0,45|  Dinkelspitz|  Leberkäse Teller ; Senf 0,10   
 BIO Back 0,45|  Dinkelspitz|  Senf 0,10 ; Leberkäse Teller   
 Breze 0,65|  Dinkelspitz|  Leberkäse Teller ; Senf 0,10   
 Breze 0,65|  Dinkelspitz|  Senf 0,10 ; Leberkäse Teller   
 Kornsemmel 0,40|  Leberkäse Teller|  O-Saft frisch ; Senf 0,10   
 BIO Back 0,45|  Ei 0,30|  Klassik Semmel 0,30 ; Leberkäse Teller   
 Ei 0,30|  Klassik Semmel 0,30|  Leberkäse Teller ; BIO Back 0,45   
 BIO Back 0,45|  Ei 0,30|  Senf 0,10 ; Leberkäse Teller   
 Ei 0,30|  Leberkäse Teller|  Senf 0,10 ; BIO Back 0,45   
 Leberkäse Teller|  Semmeln|  Semmeln ; O-Saft frisch   
 Leberkäse Teller|  Semmeln|  Senf 0,10 ; Breze 0,65   
 Dessert a 1,40|  Käse-Mohn Breze ; BIO Molkerei 0,55 _|  Kornsemmel 0,40|  Port. Butter Honig ec| 
 BIO Molkerei 0,55 _|  Dessert a 1,40|  Kornsemmel 0,40 ; Port. Butter Honig ec   
 BIO Molkerei 0,55 _|  Dessert a 1,40|  Käse-Mohn Breze ; Kornsemmel 0,40|  Port. Butter Honig ec| 
 BIO Molkerei 0,55 _|  Kornsemmel 0,40|  Käse-Mohn Breze ; Port. Butter Honig ec   
 Dessert a 1,40|  Kornsemmel 0,40|  Käse-Mohn Breze ; BIO Molkerei 0,55 _|  Port. Butter Honig ec| 
 BIO Molkerei 0,55 _|  Dessert a 1,40|  Port. Butter Honig ec ; Kornsemmel 0,40   
 Dessert a 1,40|  Käse-Mohn Breze|  Port. Butter Honig ec ; BIO Molkerei 0,55 _|  Kornsemmel 0,40| 
 Dessert a 1,40|  Kornsemmel 0,40|  Port. Butter Honig ec ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,55 _|  Dessert a 1,40|  Kornsemmel 0,40|  Käse-Mohn Breze ; Port. Butter Honig ec   
 BIO Molkerei 0,55 _|  Dessert a 1,40|  Kornsemmel 0,40|  Port. Butter Honig ec ; Käse-Mohn Breze   
 BIO Molkerei 0,55 _|  Dessert a 1,40|  Käse-Mohn Breze|  Port. Butter Honig ec ; Kornsemmel 0,40   
 BIO Molkerei 0,55 _|  Kornsemmel 0,40|  Käse-Mohn Breze|  Port. Butter Honig ec ; Dessert a 1,40   
 Dessert a 1,40|  Kornsemmel 0,40|  Käse-Mohn Breze|  Port. Butter Honig ec ; BIO Molkerei 0,55 _   
 Dessert a 1,40|  Ei 0,30 ; Kornsemmel 0,40   
 Dessert a 1,40|  Senf 0,10 ; Breze 0,65|  Wiener| 
 Breze 0,65|  Dessert a 1,40|  Senf 0,10 ; Wiener   
 Dessert a 1,40|  Senf 0,10|  Wiener ; Breze 0,65   
 Dessert a 1,40|  Molkereiprodukte 1,10 ; Leberkäse Semmel|  Semmeln| 
 Dessert a 1,40|  Leberkäse Semmel|  Molkereiprodukte 1,10 ; Semmeln   
 Dessert a 1,40|  Molkereiprodukte 1,10|  Semmeln ; Leberkäse Semmel   
 BIO Back 0,45|  Dessert a 1,40 ; Klassik Semmel 0,30|  Marmelade 0,35| 
 BIO Back 0,45|  Dessert a 1,40|  Klassik Semmel 0,30 ; Marmelade 0,35   
 BIO Back 0,45|  Dessert a 1,40|  Marmelade 0,35 ; Klassik Semmel 0,30   
 Dessert a 1,40|  Klassik Semmel 0,30|  Marmelade 0,35 ; BIO Back 0,45   
 Dessert a 1,40|  Pfälzer ; Semmeln   
 BIO Molkerei 0,50|  Dessert a 1,40|  Müsli to go ; Obst 0,40   
 BIO Molkerei 0,50|  Dessert a 1,40|  Obst 0,40 ; Müsli to go   
 Dessert a 1,40|  Müsli to go|  Obst 0,40 ; BIO Molkerei 0,50   
 Dessert a 1,40|  Leberkäse Semmel ; Semmeln   
 Backwaren Kuchen 1,30|  Dessert a 1,40|  Kornsemmel 0,40 ; Breze 0,65|  Obstbecher 0,90| 
 Backwaren Kuchen 1,30|  Dessert a 1,40|  Obstbecher 0,90 ; Breze 0,65|  Kornsemmel 0,40| 
 Dessert a 1,40|  Kornsemmel 0,40|  Obstbecher 0,90 ; Breze 0,65   
 Breze 0,65|  Dessert a 1,40|  Obstbecher 0,90 ; Kornsemmel 0,40   
 Backwaren Kuchen 1,30|  Breze 0,65|  Dessert a 1,40|  Kornsemmel 0,40 ; Obstbecher 0,90   
 Backwaren Kuchen 1,30|  Breze 0,65|  Dessert a 1,40|  Obstbecher 0,90 ; Kornsemmel 0,40   
 Backwaren Kuchen 1,30|  Dessert a 1,40|  Kornsemmel 0,40|  Obstbecher 0,90 ; Breze 0,65   
 Breze 0,65|  Dessert a 1,40|  Kornsemmel 0,40|  Obstbecher 0,90 ; Backwaren Kuchen 1,30   
 Backwaren Kuchen 1,30|  Dessert a 1,40|  O-Saft frisch ; Breze 0,65   
 Dessert a 1,40|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65   
 Breze 0,65|  Dessert a 1,40|  belegte Backw. 1,70 ; Port. Butter Honig ec   
 Dessert a 1,40|  Port. Butter Honig ec|  belegte Backw. 1,70 ; Breze 0,65   
 BIO Molkerei 0,55 _|  BIO Molkerei 1,20 ; Obst 0,40   
 BIO Molkerei 1,20|  Debrecziner ; Kornsemmel 0,40   
 BIO Molkerei 1,20|  Klassik Semmel 0,30 ; Breze 0,65|  O-Saft frisch| 
 BIO Molkerei 1,20|  Breze 0,65|  Klassik Semmel 0,30 ; O-Saft frisch   
 BIO Molkerei 1,20|  Klassik Semmel 0,30|  O-Saft frisch ; Breze 0,65   
 BIO Molkerei 1,20|  Croissant 0,90 ; Backwaren Kuchen 1,30|  Port. Butter Honig ec| 
 BIO Molkerei 1,20|  Backwaren Kuchen 1,30|  Croissant 0,90 ; Port. Butter Honig ec   
 BIO Molkerei 1,20|  Backwaren Kuchen 1,30|  Port. Butter Honig ec ; Croissant 0,90   
 BIO Molkerei 1,20|  Croissant 0,90|  Port. Butter Honig ec ; Backwaren Kuchen 1,30   
 Backwaren Kuchen 1,30|  Croissant 0,90|  Port. Butter Honig ec ; BIO Molkerei 1,20   
 BIO Molkerei 1,20|  Leberkäse Semmel ; Semmeln   
 BIO Back 0,45|  BIO Molkerei 1,20|  Obstbecher 0,90 ; Wiener   
 BIO Back 0,45|  BIO Molkerei 1,20|  Wiener ; Obstbecher 0,90   
 BIO Molkerei 1,20|  Obstbecher 0,90|  Wiener ; BIO Back 0,45   
 BIO Molkerei 0,50|  BIO Molkerei 1,20|  Obst 0,40 ; belegte Backw. 1,70   
 BIO Molkerei 0,50|  BIO Molkerei 1,20|  belegte Backw. 1,70 ; Obst 0,40   
 BIO Molkerei 1,20|  Butterbreze 1,10|  Ei 0,30 ; Obst 0,40   
 BIO Molkerei 1,20|  Butterbreze 1,10|  Obst 0,40 ; Ei 0,30   
 BIO Molkerei 1,20|  Ei 0,30|  Obst 0,40 ; Butterbreze 1,10   
 BIO Molkerei 1,20|  O-Saft frisch|  Port. Butter Honig ec ; Semmeln   
 BIO Molkerei 1,20|  O-Saft frisch|  Semmeln ; Port. Butter Honig ec   
 BIO Molkerei 1,20|  Kornsemmel 0,40|  Semmeln ; Port. Butter Honig ec   
 BIO Molkerei 1,20|  O-Saft frisch|  Wiener ; Breze 0,65   
 BIO Molkerei 1,20|  Marmelade 0,35|  Port. Butter Honig ec ; Breze 0,65|  Kornsemmel 0,40| 
 BIO Molkerei 1,20|  Breze 0,65|  Kornsemmel 0,40|  Marmelade 0,35 ; Port. Butter Honig ec   
 BIO Molkerei 1,20|  Breze 0,65|  Marmelade 0,35|  Port. Butter Honig ec ; Kornsemmel 0,40   
 BIO Molkerei 1,20|  Kornsemmel 0,40|  Marmelade 0,35|  Port. Butter Honig ec ; Breze 0,65   
 BIO Molkerei 1,20|  Kornsemmel 0,40|  O-Saft frisch ; Marmelade 0,35   
 BIO Molkerei 1,20|  Marmelade 0,35|  O-Saft frisch ; Kornsemmel 0,40   
 BIO Molkerei 1,20|  Obstbecher 0,90|  belegte Backw. 1,70 ; belegte Backw. 1,40   
 BIO Molkerei 1,20|  belegte Backw. 1,40|  belegte Backw. 1,70 ; Obstbecher 0,90   
 BIO Molkerei 1,20|  Kornsemmel 0,40|  belegte Backw. 1,70 ; Port. Butter Honig ec   
 BIO Molkerei 1,20|  Port. Butter Honig ec|  belegte Backw. 1,70 ; Kornsemmel 0,40   
 BIO Molkerei 1,20|  Breze 0,65|  Kornsemmel 0,40 ; Port. Butter Honig ec   
 Debrecziner|  Obst 0,40 ; BIO Molkerei 0,55 _|  Breze 0,65| 
 BIO Molkerei 0,55 _|  Debrecziner|  Obst 0,40 ; Breze 0,65   
 Breze 0,65|  Debrecziner|  Obst 0,40 ; BIO Molkerei 0,55 _   
 BIO-Rührei|  Debrecziner ; belegte Backw. 1,40   
 BIO Molkerei 0,80|  Debrecziner ; Semmeln   
 Debrecziner|  Pfälzer ; Breze 0,65   
 Debrecziner|  Key/Card-Aufladung ; Käse-Mohn Breze   
 Key/Card-Aufladung|  Käse-Mohn Breze ; Debrecziner   
 Debrecziner|  Müsli to go ; Breze 0,65   
 Breze 0,65|  Debrecziner|  Marmelade 0,35 ; Müsli to go   
 Breze 0,65|  Marmelade 0,35|  Müsli to go ; Debrecziner   
 Debrecziner|  Marmelade 0,35|  Müsli to go ; Breze 0,65   
 Backwaren Kuchen 1,30|  Debrecziner|  Molkereiprodukte 1,10 ; Kornsemmel 0,40|  Wiener| 
 Backwaren Kuchen 1,30|  Debrecziner|  Wiener ; Kornsemmel 0,40|  Molkereiprodukte 1,10| 
 Backwaren Kuchen 1,30|  Molkereiprodukte 1,10|  Wiener ; Kornsemmel 0,40   
 Backwaren Kuchen 1,30|  Debrecziner|  Kornsemmel 0,40 ; Molkereiprodukte 1,10|  Wiener| 
 Backwaren Kuchen 1,30|  Kornsemmel 0,40|  Molkereiprodukte 1,10 ; Wiener   
 Backwaren Kuchen 1,30|  Debrecziner|  Kornsemmel 0,40|  Molkereiprodukte 1,10 ; Wiener   
 Backwaren Kuchen 1,30|  Debrecziner|  Kornsemmel 0,40|  Wiener ; Molkereiprodukte 1,10   
 Backwaren Kuchen 1,30|  Debrecziner|  Molkereiprodukte 1,10|  Wiener ; Kornsemmel 0,40   
 Backwaren Kuchen 1,30|  Kornsemmel 0,40|  Molkereiprodukte 1,10|  Wiener ; Debrecziner   
 Debrecziner|  Marmelade 0,35|  Molkereiprodukte 1,10 ; Semmeln   
 Debrecziner|  Marmelade 0,35|  Semmeln ; Molkereiprodukte 1,10   
 Debrecziner|  Molkereiprodukte 1,10|  Semmeln ; Marmelade 0,35   
 Marmelade 0,35|  Molkereiprodukte 1,10|  Semmeln ; Debrecziner   
 BIO Frucht Buttermilch|  Debrecziner ; Kornsemmel 0,40   
 Debrecziner|  Kornsemmel 0,40|  Molkereiprodukte 1,10 ; Wiener   
 Debrecziner|  Kornsemmel 0,40|  Wiener ; Molkereiprodukte 1,10   
 Debrecziner|  Molkereiprodukte 1,10|  Wiener ; Kornsemmel 0,40   
 Kornsemmel 0,40|  Molkereiprodukte 1,10|  Wiener ; Debrecziner   
 BIO Molkerei 1,00|  Debrecziner|  Ei 0,30 ; belegte Backw. 1,70   
 BIO Molkerei 1,00|  Debrecziner|  belegte Backw. 1,70 ; Ei 0,30   
 Debrecziner|  Ei 0,30|  belegte Backw. 1,70 ; BIO Molkerei 1,00   
 Debrecziner|  Käse-Mohn Breze|  Obstbecher 0,90 ; belegte Backw. 1,70   
 Debrecziner|  Obstbecher 0,90|  belegte Backw. 1,70 ; Käse-Mohn Breze   
 Breze 0,65|  Debrecziner|  Käse-Mohn Breze|  Wiener ; O-Saft frisch   
 Breze 0,65|  Debrecziner|  O-Saft frisch|  Wiener ; Käse-Mohn Breze   
 Breze 0,65|  Käse-Mohn Breze|  O-Saft frisch|  Wiener ; Debrecziner   
 Debrecziner|  Käse-Mohn Breze|  O-Saft frisch|  Wiener ; Breze 0,65   
 Debrecziner|  Klassik Semmel 0,30|  O-Saft frisch ; Wiener   
 Debrecziner|  O-Saft frisch|  Senf 0,10 ; Breze 0,65|  Käse-Mohn Breze|  Semmeln| 
 Debrecziner|  Käse-Mohn Breze|  Senf 0,10 ; Breze 0,65|  Semmeln| 
 Debrecziner|  Käse-Mohn Breze|  Semmeln ; Breze 0,65|  Senf 0,10| 
 Käse-Mohn Breze|  Semmeln|  Senf 0,10 ; Breze 0,65|  O-Saft frisch| 
 Debrecziner|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln ; Breze 0,65   
 Debrecziner|  Käse-Mohn Breze|  O-Saft frisch|  Senf 0,10 ; Breze 0,65|  Semmeln| 
 Debrecziner|  Käse-Mohn Breze|  Semmeln|  Senf 0,10 ; Breze 0,65   
 Debrecziner|  O-Saft frisch|  Semmeln|  Senf 0,10 ; Breze 0,65|  Käse-Mohn Breze| 
 Käse-Mohn Breze|  O-Saft frisch|  Semmeln|  Senf 0,10 ; Breze 0,65   
 Breze 0,65|  Debrecziner|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln ; Senf 0,10   
 Breze 0,65|  Debrecziner|  Käse-Mohn Breze|  O-Saft frisch|  Senf 0,10 ; Semmeln   
 Breze 0,65|  Debrecziner|  Käse-Mohn Breze|  Semmeln|  Senf 0,10 ; O-Saft frisch   
 Breze 0,65|  Debrecziner|  O-Saft frisch|  Semmeln|  Senf 0,10 ; Käse-Mohn Breze   
 Breze 0,65|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln|  Senf 0,10 ; Debrecziner   
 Debrecziner|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln|  Senf 0,10 ; Breze 0,65   
 Breze 0,65|  Debrecziner|  Käse-Mohn Breze ; O-Saft frisch   
 Debrecziner|  Käse-Mohn Breze|  O-Saft frisch ; Breze 0,65   
 Breze 0,65|  Debrecziner|  Semmeln ; Senf 0,10   
 Debrecziner|  O-Saft frisch|  Semmeln ; Breze 0,65   
 Breze 0,65|  Breze 0,65|  Debrecziner ; Semmeln   
 Breze 0,65|  Breze 0,65|  Käse-Mohn Breze ; O-Saft frisch|  Semmeln| 
 Eintrittskarte|  Leberkäse Semmel ; Breze 0,65|  Semmeln| 
 Breze 0,65|  Eintrittskarte|  Leberkäse Semmel ; Semmeln   
 Breze 0,65|  Eintrittskarte|  Semmeln ; Leberkäse Semmel   
 Eintrittskarte|  Leberkäse Semmel|  Semmeln ; Breze 0,65   
 Eintrittskarte|  Molkereiprodukte 0,65 ; Backwaren Kuchen 1,30|  belegte Backw. 2,30| 
 Backwaren Kuchen 1,30|  Eintrittskarte|  Molkereiprodukte 0,65 ; belegte Backw. 2,30   
 Backwaren Kuchen 1,30|  Eintrittskarte|  belegte Backw. 2,30 ; Molkereiprodukte 0,65   
 Eintrittskarte|  Molkereiprodukte 0,65|  belegte Backw. 2,30 ; Backwaren Kuchen 1,30   
 Eintrittskarte|  Key/Card-Aufladung ; BIO Molkerei 0,50   
 Breze 0,65|  Eintrittskarte|  Senf 0,10 ; Wiener   
 Breze 0,65|  Eintrittskarte|  Wiener ; Senf 0,10   
 Eintrittskarte|  Senf 0,10|  Wiener ; Breze 0,65   
 BIO Molkerei 0,55 _|  Eintrittskarte|  Müsli to go ; O-Saft frisch   
 Eintrittskarte|  Müsli to go|  O-Saft frisch ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,55 _|  Eintrittskarte|  belegte Backw. 1,40 ; belegte Backw. 1,70   
 BIO Molkerei 0,55 _|  Eintrittskarte|  belegte Backw. 1,70 ; belegte Backw. 1,40   
 BIO Molkerei 0,55 _|  belegte Backw. 1,40|  belegte Backw. 1,70 ; Eintrittskarte   
 Eintrittskarte|  belegte Backw. 1,40|  belegte Backw. 1,70 ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,55 _|  Butterbreze 1,10|  Eintrittskarte ; O-Saft frisch   
 Butterbreze 1,10|  Eintrittskarte|  O-Saft frisch ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,80|  Eintrittskarte|  Eintrittskarte ; belegte Backw. 1,70   
 Eintrittskarte|  Eintrittskarte|  belegte Backw. 1,70 ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  belegte Backw. 1,70|  belegte Backw. 1,70 ; Eintrittskarte   
 Eintrittskarte|  belegte Backw. 1,70|  belegte Backw. 1,70 ; BIO Molkerei 0,80   
 Eintrittskarte|  Eintrittskarte|  Kornsemmel 0,40 ; belegte Backw. 2,30   
 Eintrittskarte|  Eintrittskarte|  Obstbecher 0,90 ; belegte Backw. 1,40   
 Eintrittskarte|  Eintrittskarte|  Port. Butter Honig ec ; Breze 0,65|  belegte Backw. 2,30| 
 Port. Butter Honig ec|  Port. Butter Honig ec|  belegte Backw. 2,30 ; Breze 0,65   
 Eintrittskarte|  Eintrittskarte|  Port. Butter Honig ec|  Port. Butter Honig ec ; belegte Backw. 2,30   
 Breze 0,65|  Eintrittskarte|  Eintrittskarte ; Port. Butter Honig ec|  belegte Backw. 2,30| 
 Breze 0,65|  Eintrittskarte|  Eintrittskarte|  belegte Backw. 2,30 ; Port. Butter Honig ec   
 Eintrittskarte|  Eintrittskarte|  Port. Butter Honig ec|  belegte Backw. 2,30 ; Breze 0,65   
 Breze 0,65|  Breze 0,65|  Eintrittskarte|  Eintrittskarte ; Port. Butter Honig ec|  belegte Backw. 2,30| 
 Breze 0,65|  Breze 0,65|  Eintrittskarte|  Eintrittskarte|  Port. Butter Honig ec ; belegte Backw. 2,30   
 Breze 0,65|  Breze 0,65|  Eintrittskarte|  Eintrittskarte|  belegte Backw. 2,30 ; Port. Butter Honig ec   
 Eintrittskarte|  Port. Butter Honig ec|  Port. Butter Honig ec ; Breze 0,65|  belegte Backw. 2,30| 
 Breze 0,65|  Port. Butter Honig ec|  Port. Butter Honig ec|  belegte Backw. 2,30 ; Eintrittskarte   
 Eintrittskarte|  Port. Butter Honig ec|  Port. Butter Honig ec|  belegte Backw. 2,30 ; Breze 0,65   
 Breze 0,65|  Eintrittskarte|  Port. Butter Honig ec ; belegte Backw. 2,30   
 Breze 0,65|  Eintrittskarte|  belegte Backw. 2,30 ; Port. Butter Honig ec   
 Eintrittskarte|  Port. Butter Honig ec|  belegte Backw. 2,30 ; Breze 0,65   
 Breze 0,65|  Breze 0,65|  Eintrittskarte ; belegte Backw. 2,30   
 Butterbreze 1,10|  Eintrittskarte|  Obstbecher 0,90 ; belegte Backw. 1,70   
 Butterbreze 1,10|  Eintrittskarte|  belegte Backw. 1,70 ; Obstbecher 0,90   
 Eintrittskarte|  belegte Backw. 2,30|  belegte Backw. 2,30 ; Kornsemmel 0,40   
 Kornsemmel 0,40|  belegte Backw. 2,30|  belegte Backw. 2,30 ; Eintrittskarte   
 BIO Molkerei 0,50|  Molkereiprodukte 1,10 ; Müsli to go|  belegte Backw. 1,70| 
 BIO Molkerei 0,50|  Molkereiprodukte 1,10|  Müsli to go ; belegte Backw. 1,70   
 BIO Molkerei 0,50|  Molkereiprodukte 1,10|  belegte Backw. 1,70 ; Müsli to go   
 Molkereiprodukte 1,10|  Müsli to go|  belegte Backw. 1,70 ; BIO Molkerei 0,50   
 Ei 0,30|  Molkereiprodukte 1,10 ; Port. Butter Honig ec|  belegte Backw. 1,40| 
 Ei 0,30|  Molkereiprodukte 1,10|  Port. Butter Honig ec ; belegte Backw. 1,40   
 Ei 0,30|  Molkereiprodukte 1,10|  belegte Backw. 1,40 ; Port. Butter Honig ec   
 Molkereiprodukte 1,10|  Port. Butter Honig ec|  belegte Backw. 1,40 ; Ei 0,30   
 Kornsemmel 0,40|  Käse-Mohn Breze|  Marmelade 0,35 ; Molkereiprodukte 1,10   
 Kornsemmel 0,40|  Käse-Mohn Breze|  Molkereiprodukte 1,10 ; Marmelade 0,35   
 Kornsemmel 0,40|  Marmelade 0,35|  Molkereiprodukte 1,10 ; Käse-Mohn Breze   
 Käse-Mohn Breze|  Marmelade 0,35|  Molkereiprodukte 1,10 ; Kornsemmel 0,40   
 Käse-Mohn Breze|  Molkereiprodukte 1,10|  O-Saft frisch ; Port. Butter Honig ec   
 Käse-Mohn Breze|  Molkereiprodukte 1,10|  Port. Butter Honig ec ; O-Saft frisch   
 Molkereiprodukte 1,10|  O-Saft frisch|  Port. Butter Honig ec ; Käse-Mohn Breze   
 Klassik Semmel 0,30|  Molkereiprodukte 1,10|  Semmeln ; Leberkäse Semmel   
 Klassik Semmel 0,30|  Molkereiprodukte 1,10|  Wiener ; belegte Backw. 2,30   
 Klassik Semmel 0,30|  Molkereiprodukte 1,10|  belegte Backw. 2,30 ; Wiener   
 Molkereiprodukte 1,10|  Wiener|  belegte Backw. 2,30 ; Klassik Semmel 0,30   
 Backwaren Kuchen 1,30|  Molkereiprodukte 1,10|  Obst 0,40 ; belegte Backw. 1,40   
 Butterbreze 1,10|  Molkereiprodukte 1,10|  Obst 0,40 ; belegte Backw. 1,70   
 Breze 0,65|  Molkereiprodukte 1,10|  belegte Backw. 1,40 ; Obst 0,40   
 Molkereiprodukte 1,10|  belegte Backw. 1,40|  belegte Backw. 1,70 ; Obst 0,40   
 BIO Back 0,45|  Molkereiprodukte 1,10|  Müsli to go ; Obstbecher 0,90   
 BIO Back 0,45|  Molkereiprodukte 1,10|  Obstbecher 0,90 ; Müsli to go   
 BIO Back 0,45|  Müsli to go|  Obstbecher 0,90 ; Molkereiprodukte 1,10   
 Backwaren Kuchen 1,30|  Molkereiprodukte 1,10|  Port. Butter Honig ec ; Semmeln   
 Backwaren Kuchen 1,30|  Molkereiprodukte 1,10|  Semmeln ; Port. Butter Honig ec   
 Butterbreze 1,10|  Kornsemmel 0,40|  Molkereiprodukte 1,10 ; Port. Butter Honig ec   
 Butterbreze 1,10|  Molkereiprodukte 1,10|  Port. Butter Honig ec ; Kornsemmel 0,40   
 Kornsemmel 0,40|  Molkereiprodukte 1,10|  Obstbecher 0,90 ; Port. Butter Honig ec   
 Molkereiprodukte 1,10|  Obstbecher 0,90|  Port. Butter Honig ec ; Kornsemmel 0,40   
 Molkereiprodukte 1,10|  Wiener|  belegte Backw. 1,70 ; Breze 0,65   
 BIO Molkerei 1,00|  Key/Card-Aufladung ; BIO Molkerei 0,55 _|  Kornsemmel 0,40|  Obst 0,40| 
 BIO Molkerei 1,00|  Key/Card-Aufladung|  Kornsemmel 0,40 ; BIO Molkerei 0,55 _|  Obst 0,40| 
 BIO Molkerei 1,00|  Key/Card-Aufladung|  Obst 0,40 ; BIO Molkerei 0,55 _|  Kornsemmel 0,40| 
 Key/Card-Aufladung|  Kornsemmel 0,40|  Obst 0,40 ; BIO Molkerei 0,55 _|  BIO Molkerei 1,00| 
 BIO Molkerei 0,55 _|  Key/Card-Aufladung ; BIO Molkerei 1,00|  Kornsemmel 0,40|  Obst 0,40| 
 BIO Molkerei 0,55 _|  BIO Molkerei 1,00|  Key/Card-Aufladung ; Kornsemmel 0,40|  Obst 0,40| 
 BIO Molkerei 0,55 _|  Key/Card-Aufladung|  Kornsemmel 0,40 ; BIO Molkerei 1,00|  Obst 0,40| 
 BIO Molkerei 0,55 _|  Key/Card-Aufladung|  Obst 0,40 ; BIO Molkerei 1,00|  Kornsemmel 0,40| 
 BIO Molkerei 0,55 _|  BIO Molkerei 1,00|  Key/Card-Aufladung|  Kornsemmel 0,40 ; Obst 0,40   
 BIO Molkerei 0,55 _|  BIO Molkerei 1,00|  Key/Card-Aufladung|  Obst 0,40 ; Kornsemmel 0,40   
 BIO Molkerei 0,55 _|  BIO Molkerei 1,00|  Kornsemmel 0,40|  Obst 0,40 ; Key/Card-Aufladung   
 BIO Molkerei 0,55 _|  Key/Card-Aufladung|  Kornsemmel 0,40|  Obst 0,40 ; BIO Molkerei 1,00   
 BIO Molkerei 1,00|  Key/Card-Aufladung|  Kornsemmel 0,40|  Obst 0,40 ; BIO Molkerei 0,55 _   
 BIO-Rührei|  Key/Card-Aufladung ; Breze 0,65   
 Backwaren Kuchen 1,30|  Key/Card-Aufladung ; belegte Backw. 1,70   
 Key/Card-Aufladung|  Port. Butter Honig ec ; Ei 0,30|  Semmeln|  belegte Backw. 1,40| 
 Ei 0,30|  Key/Card-Aufladung|  Port. Butter Honig ec ; Semmeln|  belegte Backw. 1,40| 
 Ei 0,30|  Key/Card-Aufladung|  belegte Backw. 1,40 ; Semmeln   
 Key/Card-Aufladung|  Port. Butter Honig ec|  belegte Backw. 1,40 ; Ei 0,30|  Semmeln| 
 Ei 0,30|  Key/Card-Aufladung|  Semmeln ; belegte Backw. 1,40   
 Key/Card-Aufladung|  Port. Butter Honig ec|  Semmeln ; Ei 0,30|  belegte Backw. 1,40| 
 Key/Card-Aufladung|  Semmeln|  belegte Backw. 1,40 ; Ei 0,30   
 Ei 0,30|  Key/Card-Aufladung|  Port. Butter Honig ec|  Semmeln ; belegte Backw. 1,40   
